03-09-09091271580,Water,Hg,1.11,1,kg,2011
03-01-01227355160,Water,ethoxylates,1.11,1,kg,2014
03-09-09091342260,Water,Hg,1.11,1,kg,2010
06-10-0084752,Water,Hg,1.11,1,kg,2012
06-05-500-0357445,Water,Hg,1.11,1,kg,2007
03-09-09261732970,Water,Hg,1.12,1,kg,2010
06-05-900-9002210,Water,DEHP,1.12,1,kg,2015
06-05-900-9002210,Water,Hg,1.12,1,kg,2015
06-09-177-2105-0001,Water,Hg,1.12,1,kg,2010
06-09-163-0012-0001,Water,Hg,1.12,1,kg,2008
03-09-09091759760,Water,Hg,1.13,1,kg,2007
06-84100020631,Water,Hg,1.13,1,kg,2012
06-08-4155100000050,Water,Hg,1.14,1,kg,2007
03-05-05050108660,Water,Hg,1.14,1,kg,2012
06-05-900-0205103,Water,Hg,1.14,1,kg,2010
06-09-261-0021-0002,Water,Hg,1.15,1,kg,2012
06-05-500-0333427,Water,Simazine,1.15,1,kg,2015
06-05-100-0249783,Water,Hg,1.15,1,kg,2007
06-05-500-0333427,Water,Isoproturon,1.15,1,kg,2015
16-30-30400018001,Water,Hg,1.15,1,kg,2010
06-10-0084752,Water,Hg,1.15,1,kg,2008
06-05-500-0333427,Water,Atrazine,1.15,1,kg,2015
03-09-09091342260,Water,Hg,1.16,1,kg,2011
03-01-01010290610,Water,Hg,1.16,1,kg,2013
06-09-163-0012-0001,Water,Hg,1.16,1,kg,2012
06-09-261-0021-0002,Water,Hg,1.16,1,kg,2014
06-00453010412,Water,Fluoranthene,1.16,1,kg,2008
06-05-100-0250693,Water,Diuron,1.16,1,kg,2013
06-09-161-0111-0001,Water,Diuron,1.16,1,kg,2015
07-01-17331,Water,Hg,1.1654353640000001,1,kg,2008
06-09-177-2105-0001,Water,Hg,1.17,1,kg,2013
03-05-05050108660,Water,Hg,1.17,1,kg,2011
07-01-17331,Water,Hg,1.17,1,kg,2007
06-84100020631,Water,Hg,1.17,1,kg,2008
06-09-676-8000-0001,Water,Hg,1.18,1,kg,2014
06-84100020631,Water,Hg,1.18,1,kg,2009
06-09-179-4062-0001,Water,Hg,1.18,1,kg,2008
06-05-100-9021998,Water,Isoproturon,1.18,1,kg,2015
06-00280230534,Water,Hg,1.19,1,kg,2007
06-00201010412,Water,Isoproturon,1.2,1,kg,2011
12-30670510000,Water,Hg,1.2,1,kg,2007
06-08-3365100000001,Water,NP,1.2,1,kg,2008
06-09-477-0630-0001,Water,Hg,1.2,1,kg,2013
06-09-163-0012-0001,Water,Hg,1.2,1,kg,2011
06-09-761-0088-0001,Water,Hg,1.2,1,kg,2010
06-00008800411,Water,Hg,1.2,1,kg,2011
06-00008800411,Water,Hg,1.2,1,kg,2015
06-02-B2C100A009,Water,Hg,1.2,1,kg,2010
06-05-100-0431554,Water,Hg,1.2,1,kg,2010
06-05-100-0989137,Water,Hg,1.2,1,kg,2015
03-07-07070500510,Water,Hg,1.2,1,kg,2007
07-01-17331,Water,Hg,1.2,1,kg,2009
06-05-900-0174410,Water,Hg,1.2,1,kg,2011
03-03-03030273580,Water,HCB,1.2,1,kg,2007
06-09-780-0181-0001,Water,Hg,1.21,1,kg,2011
13133,Water,TCBs,1.21,1,kg,2008
06-05-300-9047514,Water,Hg,1.21,1,kg,2007
06-09-461-4031-0001,Water,Hg,1.21,1,kg,2012
06-09-171-0002--C01,Water,Hg,1.21,1,kg,2010
06-09-171-0002--C01,Water,Hg,1.22,1,kg,2013
06-05-700-9962853,Water,Hg,1.22,1,kg,2007
06-09-100-8012-0001,Air,HCFCs,1.23,1,kg,2014
06-10-0084752,Water,Hg,1.23,1,kg,2010
03-07-07070500510,Water,Hg,1.23,1,kg,2008
06-09-163-0012-0001,Water,Hg,1.24,1,kg,2009
12-20600040000,Water,Isoproturon,1.24,1,kg,2015
03-01-01010290610,Water,Hg,1.24,1,kg,2008
06-09-100-8012-0001,Air,HCFCs,1.25,1,kg,2013
06-00008800411,Water,Hg,1.25,1,kg,2009
06-84100020631,Water,Hg,1.25,1,kg,2007
03-01-01010290610,Water,Hg,1.25,1,kg,2007
03-05-05050108660,Water,Hg,1.25,1,kg,2009
06-05-900-0327252,Water,Hg,1.25,1,kg,2010
06-00008800411,Water,Hg,1.25,1,kg,2012
03-01-01010290610,Water,Hg,1.26,1,kg,2010
06-08-4155100000052,Water,Hg,1.26,1,kg,2011
03-07-07070500510,Water,Hg,1.26,1,kg,2010
03-09-09091271580,Water,Hg,1.26,1,kg,2008
03-09-09091271580,Water,Hg,1.26,1,kg,2007
06-09-780-0181-0001,Water,Hg,1.27,1,kg,2013
06-84100020631,Water,Hg,1.27,1,kg,2013
06-09-163-0012-0001,Water,Hg,1.27,1,kg,2010
06-09-778-8000-0001,Water,Hg,1.27,1,kg,2012
06-09-179-4062-0001,Water,Hg,1.27,1,kg,2007
06-09-100-0212-0001,Air,HCFCs,1.27,1,kg,2008
07-01-17331,Water,Hg,1.27,1,kg,2010
06-09-780-0001-0001,Water,Hg,1.28,1,kg,2007
06-09-661-0041-0003,Water,Hg,1.28,1,kg,2012
06-09-676-8000-0001,Water,Hg,1.28,1,kg,2012
06-09-676-8000-0001,Water,Hg,1.28,1,kg,2011
06-09-661-0041-0003,Water,Hg,1.28,1,kg,2009
06-84100020631,Water,Hg,1.28,1,kg,2010
06-00008800411,Water,Hg,1.29,1,kg,2008
06-09-362-0260-0001,Water,Diuron,1.29,1,kg,2015
06-05-100-0470466,Water,Diuron,1.29,1,kg,2014
06-09-179-4062-0001,Water,Hg,1.29,1,kg,2009
06-08-3355100000005,Water,Hg,1.3,1,kg,2008
06-09-661-0041-0003,Water,Hg,1.3,1,kg,2007
06-08-3355100000005,Water,Hg,1.3,1,kg,2011
07-04-6200691,Water,Hg,1.3,1,kg,2014
06-00008800411,Water,Hg,1.3,1,kg,2014
06-05-900-0174410,Water,Hg,1.3,1,kg,2009
06-09-190-0002-0001,Air,HCFCs,1.3,1,kg,2010
06-05-900-0174410,Water,Hg,1.3,1,kg,2008
06-09-461-4031-0001,Water,Hg,1.3,1,kg,2008
12-60631890000,Water,Hg,1.3,1,kg,2009
06-09-661-0041-0003,Water,Hg,1.3,1,kg,2011
16591,Water,Hg,1.3,1,kg,2009
06-09-778-8000-0001,Water,Hg,1.3,1,kg,2013
06-09-676-8000-0001,Water,Hg,1.3,1,kg,2008
06-05-900-0174410,Water,Hg,1.3,1,kg,2010
06-08-50901116,Water,Hg,1.3,1,kg,2009
06-05-500-0303823,Water,Hg,1.3,1,kg,2015
06-08-3365100000001,Water,NP,1.3,1,kg,2007
06-05-100-8488110,Water,Hg,1.3,1,kg,2015
06-10-0084752,Water,Hg,1.31,1,kg,2013
06-09-661-0041-0003,Water,Hg,1.32,1,kg,2008
03-05-05050108660,Water,Hg,1.32,1,kg,2013
07-01-17331,Water,Hg,1.32,1,kg,2011
06-05-100-9021998,Water,Diuron,1.32,1,kg,2015
06-05-300-0119234,Water,Diuron,1.34,1,kg,2015
06-09-676-8000-0001,Water,Hg,1.34,1,kg,2010
16591,Water,Hg,1.34,1,kg,2011
06-09-780-0181-0001,Water,Hg,1.34,1,kg,2009
06-05-100-0250693,Water,Diuron,1.35,1,kg,2015
